,claim,topic,date_published,page_is_example,page_is_image_credit,page_is_archived,claim_label
220,"President Trump signed an executive order cutting off welfare to ""deadbeats, drug addicts and scam artists.""",fake news,"Feb 21st, 2017",False,False,False,false
221,"President Trump signed an executive order cutting off welfare to ""deadbeats, drug addicts and scam artists.""",fake news,"Feb 21st, 2017",False,True,False,false
222,"Televangelist Pat Robertson said ""staring"" at First Lady Melania Trump could ""cure gays.""",fake news,"Feb 21st, 2017",False,False,True,false
223,"Televangelist Pat Robertson said ""staring"" at First Lady Melania Trump could ""cure gays.""",fake news,"Feb 21st, 2017",False,False,False,false
224,"Televangelist Pat Robertson said ""staring"" at First Lady Melania Trump could ""cure gays.""",fake news,"Feb 21st, 2017",False,True,False,false
225,A transcript reproduces '60 Minutes' commentator Andy Rooney's explaining his political views.            See Example(s),political news,"Apr 21st, 2003",False,False,False,false
226,A transcript reproduces '60 Minutes' commentator Andy Rooney's explaining his political views.            See Example(s),political news,"Apr 21st, 2003",False,False,True,false
227,A transcript reproduces '60 Minutes' commentator Andy Rooney's explaining his political views.            See Example(s),political news,"Apr 21st, 2003",False,True,False,false
228,A 2016 bill before the Kentucky legislature would have required men to get their wives' permission before obtaining a prescription for Viagra or other erectile dysfunction drug.,politics,"Feb 20th, 2017",False,False,False,true
229,A 2016 bill before the Kentucky legislature would have required men to get their wives' permission before obtaining a prescription for Viagra or other erectile dysfunction drug.,politics,"Feb 20th, 2017",False,True,False,true
230,U.S. President George Washington had wooden teeth.,history,"Dec 21st, 2016",False,False,False,false
231,U.S. President George Washington had wooden teeth.,history,"Dec 21st, 2016",False,True,False,false
232,A photograph shows an island that is shaped like a violin in Costa Rica.,fauxtography,"Feb 19th, 2017",False,False,False,false
233,"A photograph showing Magic Johnson with Jack Nicholson, Michael Jackson, Madonna, and several other celebrities walking into the NBA Playoffs.",fauxtography,"Feb 19th, 2017",False,False,True,false
234,"A photograph showing Magic Johnson with Jack Nicholson, Michael Jackson, Madonna, and several other celebrities walking into the NBA Playoffs.",fauxtography,"Feb 19th, 2017",False,False,False,false
235,President Lyndon B. Johnson sent a letter to the Smothers Brothers for making Americans laugh by mocking him on their show.            See Example(s),history,"Feb 19th, 2017",False,False,False,true
236,A photograph shows a Starbucks with an welcome mat featuring a picture of President Trump on its floor.,fauxtography,"Feb 19th, 2017",False,False,False,false
237,A video shows a woman named Acesha Bright committing Murder.,fauxtography,"Feb 19th, 2017",False,False,False,false
238,"The federal holiday observed in the United States on the third Monday of February is officially designated as ""Presidents' Day.""",holidays,"Feb 17th, 2003",False,False,False,false
239,Posting a legal notice on your Facebook wall will protect you from having all your Facebook posts made public.            See Example(s),computers,"Jun 4th, 2012",False,False,True,false
240,Posting a legal notice on your Facebook wall will protect you from having all your Facebook posts made public.            See Example(s),computers,"Jun 4th, 2012",False,False,False,false
241,Coca-Cola issued a recall of Dasani water products after a clear parasite was found in bottles across the United States.,fake news,"Apr 5th, 2016",False,False,False,false
242,Coca-Cola issued a recall of Dasani water products after a clear parasite was found in bottles across the United States.,fake news,"Apr 5th, 2016",False,True,False,false
243,A man was killed by an elephant he mistook for one he had aided years earlier.            See Example(s),critter country,"Aug 9th, 2006",False,False,False,false
244,"President Donald Trump is billing Michelle Obama for buying yachts, furniture, and other items while she was First Lady.",fake news,"Feb 17th, 2017",False,False,False,false
245,"President Donald Trump is billing Michelle Obama for buying yachts, furniture, and other items while she was First Lady.",fake news,"Feb 17th, 2017",False,True,False,false
246,"Former President Barack Obama is ""commanding"" an army of anti-Trump protesters from his home near the White House.",,"Feb 17th, 2017",False,False,False,false
247,"Former President Barack Obama is ""commanding"" an army of anti-Trump protesters from his home near the White House.",,"Feb 17th, 2017",False,True,False,false
248,"During the Watergate scandal, President Nixon blamed all of the controversy on the illegality of the actions of leaker ""Deep Throat.""            See Example(s)",history,"Feb 16th, 2017",False,False,False,false
249,A video shows federal troops in armored vehicles patrolling the streets of Chicago on President Trump's orders.,fauxtography,"Feb 16th, 2017",False,False,True,false
250,A video shows federal troops in armored vehicles patrolling the streets of Chicago on President Trump's orders.,fauxtography,"Feb 16th, 2017",False,False,False,false
251,Family Matters' star Reginald VelJohnson died of a heart attack in February 2017.            See Example(s),,"Feb 16th, 2017",True,False,False,false
252,Family Matters' star Reginald VelJohnson died of a heart attack in February 2017.            See Example(s),,"Feb 16th, 2017",False,False,True,false
253,Family Matters' star Reginald VelJohnson died of a heart attack in February 2017.            See Example(s),,"Feb 16th, 2017",False,False,False,false
254,Peanut oil is secretly present in childhood vaccines and flu shots.,medical,"Feb 16th, 2017",False,False,True,false
255,Peanut oil is secretly present in childhood vaccines and flu shots.,medical,"Feb 16th, 2017",False,False,False,false
256,Peanut oil is secretly present in childhood vaccines and flu shots.,medical,"Feb 16th, 2017",False,True,False,false
257,At least one state banned Valentine's Day at schools because it is offensive to Muslims.            See Example(s),religion,"Feb 15th, 2017",True,False,False,false
258,At least one state banned Valentine's Day at schools because it is offensive to Muslims.            See Example(s),religion,"Feb 15th, 2017",False,False,True,false
259,At least one state banned Valentine's Day at schools because it is offensive to Muslims.            See Example(s),religion,"Feb 15th, 2017",False,False,False,false
260,At least one state banned Valentine's Day at schools because it is offensive to Muslims.            See Example(s),religion,"Feb 15th, 2017",False,True,False,false
261,Retail chain Nordstrom filed for Chapter 11 bankruptcy after Scott Baio boycotts.,entertainment,"Feb 15th, 2017",False,False,False,false
262,Retail chain Nordstrom filed for Chapter 11 bankruptcy after Scott Baio boycotts.,entertainment,"Feb 15th, 2017",False,True,False,false
263,"Ben & Jerry's created an ""ImPeachMint"" flavored ice cream for President Donald Trump.",fauxtography,"Feb 15th, 2017",False,False,False,false
264,"Ben & Jerry's created an ""ImPeachMint"" flavored ice cream for President Donald Trump.",fauxtography,"Feb 15th, 2017",False,True,False,false
265,The process to impeach President Trump has begun.,,"Feb 15th, 2017",False,False,False,false
266,The process to impeach President Trump has begun.,,"Feb 15th, 2017",False,True,False,false
267,Katy Perry was taken from the Grammys in handcuffs after threatening President Trump.,fake news,"Feb 15th, 2017",False,False,False,false
268,Katy Perry was taken from the Grammys in handcuffs after threatening President Trump.,fake news,"Feb 15th, 2017",False,True,False,false
269,"The English word ""trumpery,"" which derives from a French word meaning ""to deceive,"" is defined in the dictionary as ""showy but worthless.""            See Example(s)",language,"Feb 15th, 2017",True,False,False,true
270,"The English word ""trumpery,"" which derives from a French word meaning ""to deceive,"" is defined in the dictionary as ""showy but worthless.""            See Example(s)",language,"Feb 15th, 2017",False,False,False,true
271,"The English word ""trumpery,"" which derives from a French word meaning ""to deceive,"" is defined in the dictionary as ""showy but worthless.""            See Example(s)",language,"Feb 15th, 2017",False,True,False,true
272,President Trump tweeted on 14 February 2017 that Betsy DeVos was correct in suggesting disabled students are disruptive in the classroom.            See Example(s),fauxtography,"Feb 15th, 2017",False,False,False,false
273,President Trump tweeted on 14 February 2017 that Betsy DeVos was correct in suggesting disabled students are disruptive in the classroom.            See Example(s),fauxtography,"Feb 15th, 2017",False,False,True,false
274,"President Trump announced a ""stimulus bonus of $612"" for every ""deserving"" American adult and child.            See Example(s)",fake news,"Feb 15th, 2017",True,False,False,false
275,"President Trump announced a ""stimulus bonus of $612"" for every ""deserving"" American adult and child.            See Example(s)",fake news,"Feb 15th, 2017",False,False,True,false
276,"President Trump announced a ""stimulus bonus of $612"" for every ""deserving"" American adult and child.            See Example(s)",fake news,"Feb 15th, 2017",False,True,False,false
